Id,y
10000,-66.00242349023146
10001,451.406504401155
10002,-461.6764170602994
10003,40.5012087537227
10004,-126.74472245403676
10005,-342.53455181925113
10006,-396.55554211358924
10007,335.54127907908736
10008,-99.5124208706235
10009,304.81253980627594
10010,68.89453048978542
10011,412.36919545590706
10012,54.94237102476803
10013,-17.005550754779758
10014,-597.8499575722611
10015,443.502288786415
10016,144.77448697804357
10017,-57.41116367253659
10018,134.38782757746074
10019,-108.9837759891088
10020,153.82482842506707
10021,611.7359836022022
10022,588.3896503384219
10023,-131.01679995801996
10024,-61.13562114122955
10025,-374.24849531697276
10026,74.157993079654
10027,137.43837873610448
10028,420.0866117967904
10029,196.76562571344272
10030,268.44284980053163
10031,638.4749102511087
10032,127.37873138691977
10033,1.3491187584002802
10034,22.71045317740822
10035,342.2395345225648
10036,307.703966974172
10037,348.1382087009395
10038,-168.652861307354
10039,-20.22113090461704
10040,-551.7499275731116
10041,-429.97180406674033
10042,261.89195870674394
10043,389.82042612922123
10044,-96.16562227356546
10045,-210.71080125632426
10046,278.88186878401115
10047,-427.4533010310494
10048,-172.90325291756702
10049,467.26437835578633
10050,-631.558735587439
10051,-355.53165933817854
10052,143.17327553860378
10053,69.1992025989421
10054,275.58827397672553
10055,-263.18861220410247
10056,167.49830723241251
10057,104.57789589014261
10058,230.0700866100756
10059,20.988026644576433
10060,-4.822581262501688
10061,-201.92294081063739
10062,560.0639265657703
10063,55.28847625244898
10064,671.3015746918345
10065,-493.74873828522846
10066,-279.3530367325921
10067,-53.712527613148026
10068,379.6981955009752
10069,315.07141085798156
10070,169.1300173261433
10071,-271.59930326901156
10072,783.8022226750344
10073,44.577311515548544
10074,57.406780054577325
10075,-161.07827414306792
10076,-220.6695784788575
10077,223.2412944292914
10078,352.6655955437541
10079,13.163291366265558
10080,-461.9941469857306
10081,305.37214669142304
10082,-230.59656173861134
10083,359.0744432425442
10084,-430.2605633759215
10085,-115.54882205546171
10086,-88.96006387867388
10087,-488.2901898080419
10088,-139.35033854713544
10089,57.3388081085269
10090,-190.33624272166438
10091,-6.508092914824692
10092,189.2910777470184
10093,346.6036781856552
10094,871.6273206485898
10095,-147.01353738653833
10096,443.48993777943
10097,-30.498432974437
10098,185.4634575344597
10099,-119.91717151732819
10100,43.5752380018073
10101,58.318571552244705
10102,-197.15246829839776
10103,-70.47160678841216
10104,-342.84605328866735
10105,-29.233589873716976
10106,49.522929296103676
10107,-16.24614413791321
10108,33.77506926160726
10109,-68.88307748324102
10110,25.863399493696914
10111,-617.3142842716956
10112,-185.90441301194912
10113,323.7831061093863
10114,-35.662195722127834
10115,-733.5297711613839
10116,-240.73856264736133
10117,-381.9731466242491
10118,75.31994462169496
10119,36.610326459118205
10120,-28.756270225022885
10121,-481.16062796858796
10122,408.8502304229887
10123,-765.0217471991633
10124,178.07269651637026
10125,-7.649879385673328
10126,134.796846233759
10127,-477.45851421287045
10128,-248.70625301323597
10129,-361.8846572238637
10130,-18.755611748554344
10131,7.795604374434604
10132,-109.1059897253835
10133,-63.07374524219429
10134,591.8231837349152
10135,259.6126336966277
10136,-279.8658320087677
10137,93.22535940051839
10138,-427.2873154191353
10139,84.38656633089782
10140,-311.54463064415523
10141,11.419268612561764
10142,-297.83146842358514
10143,-331.92897096864317
10144,656.0132305257309
10145,-476.6626813650536
10146,361.19404513377486
10147,-150.18526861192296
10148,299.94671902432395
10149,-191.72143219270797
10150,151.94999511612025
10151,-64.6727578157643
10152,351.2448616306337
10153,-370.63644575627245
10154,349.2249817861111
10155,273.52460961680134
10156,783.1971843196874
10157,-124.2378897357402
10158,-155.22004432990843
10159,-506.95564938641024
10160,201.6932123856152
10161,-415.17405715963616
10162,-348.1651051695647
10163,-201.95224108680944
10164,-658.950447053337
10165,179.34640168171498
10166,124.06925816168727
10167,-209.15025355201772
10168,213.70513477400573
10169,-82.11721023808953
10170,-97.11026989726827
10171,124.26800574648057
10172,50.2899156571426
10173,538.7439592813365
10174,630.0175345543373
10175,217.2592778265441
10176,-491.73374132670784
10177,-131.14175113883257
10178,362.39302241729445
10179,-14.363038055408287
10180,-30.26175736167636
10181,-107.32358076729895
10182,-334.0625929296717
10183,299.50639964643256
10184,-103.47221484505323
10185,179.82049946719434
10186,122.20070887900704
10187,86.58037161690622
10188,386.48256056699194
10189,-613.3611745045821
10190,-269.81638738346277
10191,260.73145126228616
10192,-44.62016128042731
10193,-159.1571757641686
10194,-145.2455987935752
10195,447.2282148760012
10196,476.35698596959503
10197,121.79421345327232
10198,-1.5356790561063658
10199,410.74409653878143
10200,90.82809979964765
10201,150.07336956845097
10202,24.03365296154672
10203,273.88663405363036
10204,-154.5292603802513
10205,42.58890150706587
10206,617.3417063168562
10207,38.9393607614296
10208,-91.4361011949044
10209,225.3532747739111
10210,151.05827577085637
10211,-86.91664773646005
10212,-101.71788958007295
10213,161.93776502605505
10214,357.87041410354556
10215,32.14597818655408
10216,-379.1453992002923
10217,-165.9421322236722
10218,257.45392169454095
10219,-124.83850779184137
10220,47.08451472299204
10221,-67.05065138980214
10222,287.173344134164
10223,836.2674277701623
10224,-78.73329260205686
10225,-293.00922915219354
10226,284.91632646225617
10227,377.9514320082278
10228,-473.9426195897227
10229,-538.8094549766043
10230,-372.9047504031868
10231,-83.37700889968778
10232,157.46205951911264
10233,167.5029145615103
10234,-105.69040574319651
10235,561.1616879176283
10236,-149.35531895746803
10237,196.96680512352248
10238,-33.819911727579964
10239,5.199419882337737
